,issue,openAI_ETD1,y_ETD,y''_ETD,ACC_AI_ETD
deeplearning4j,"Hi, is there any way of combining columns using datavec? I have a csv file with separate columns for year, month, day etc that I'd like to combine in to a single datatime column. Kind of the opposite of DeriveColumnsFromTimeTransform.","The sentence """""" is there any way of combining columns using datavec? """""" uses <pattern>is there a way to VB</pattern> to indicate the user's expectation. The answer is YES.",0,0,1
ethereum,"Hi, i'd like to ask for your help.I've tried to send ETH trough the telegram wallet Monee.Trx ID in Etherscan. telegram I've wrote ""@wallet number sum"" instead of ""wallet number sum"", so it appears that they gone to the wrong wallet. Cause Monee bot take as the users address. Currency have gone and not to my binance wallet. Could you please help me anyhow? Maybe i can connect with the owner of the wallet somehow. Thank you.",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
deeplearning4j,"when we do ImageTransform on data, it is done before ImageRecordReader resize image or after that?","The sentence """""" it is done before ImageRecordReader resize image or after that? """""" uses <pattern>before VB or after that</pattern> to inquire about the timing of ImageTransform in relation to ImageRecordReader resizing images. The answer is YES.",1,0,0
typescript,"Hello , I have a question regarding the compiler and web workers. So in my case I have worker script and has the importScripts in it, what would I need to do to emulate/make it work? Because the compiler throws importScripts is not found/defined.","The sentence """""" what would I need to do to emulate/make it work? """""" uses <pattern>would I need to VB</pattern> to indicate the user's expectation. The answer is YES.",0,0,1
nodejs,Hello someone should please help. I continue receiving this error code while trying to use node.js on command prompt. Could not find files. It like a missing extension,No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
docker,"Hi... is there a way to do docker export <img>:<version> | docker import -but filter only the files u want? nevermind, i guess",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
nodejs,hey my npm install freezes I can't install anything even i re-installed node and npm,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
gitter,any idea why if I changed my email in Github I'm still receiving Gitter email notifications to the old address?,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
gitter,"I've started using Gitter when it was still Github only. Now that it's added Gitlab as a log-in option, I'd like to use Gitlab instead, but I don't want to have to add each room I'm part of. Is there a way to add Gitlab login to my current account or migrate from Github login to Gitlab login? nsuchy: alright, will do :)",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
ethereum,Anyone here knows how to clear a stucked transaction in Ether Wallet or from my Ether Wallet? tried with hiogh gas price and gets stuck Qhuesten_twitter:,"The sentence """""" Anyone here knows how to clear a stucked transaction in Ether Wallet or from my Ether Wallet? """""" uses <pattern>trying to VB</pattern> to indicate the user is ""trying to clear a stucked transaction in Ether Wallet"". The answer is YES.",0,0,1
docker,"Anyone have a solution for encrypting a docker containers mounted volume when I don't have access to change things on the underlying host? Was looking at LUKs but seems that changes the docker engine config and would apply to all containers, i only want to change one. SISheogorath: I think running something from within the container that encrypts the disk would be how i would want to approach it",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
nodejs,"Hi. After recent Windows 2012 Server R2 (KB4025336) update on 13th July, npm build is failing Has anyone faced this issue? Please help",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
docker,"Hi All, Cannot find the module 'adm-zip'.., While executing the gulp command getting this error Can anyone please help to resole this",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
docker,"hey folks, I am getting started with docker today with Windows containers and can't figure out why loop back isn't working. Apparently it was fixed in the Windows 10 April update, which I have (v 17134.112) but I can only access my containers via ip and not localhost. docker itself is v 18.03.1-ce-win65",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
deeplearning4j,"Greetings,What might be a reason for ""Cannot do forward pass: inputs not set"" exception from the merge layer (in computational graph)?",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
typescript,"Hey all :) Fun question... This works fine: But this does not: Is there anything I can do to fix that problem? In my case I have either an array of one type, or an array of the other type... (I'm in the second camp)","The sentence """""" Is there anything I can do to fix that problem? """""" uses <pattern>Is there anything I can do to VB</pattern> to indicate that the user is looking for a solution to fix a problem. The answer is YES.",1,0,0
