,issue,PS1,y_PS,y''_PS,ACC_AI_PS
typescript,"Hello, I'm comparing Flow.js and TypeScript for potential migration of an existing medium-sized codebase. I got Flow.js working and everything, but I can't get TypeScript to recognize my ES6 imports. I tried setting baseUrl and paths, but neither seems to work. web search reveals no solution. This is vanilla ES6 module imports. No webpack/commonjs/amd. Here's what I have in tsconfig.json: directory structure looks like mithril.js, tsconfigis in the same directory asapp.app. is the root of everything the http server will serve.","The sentence """""" I can't get TypeScript to recognize my ES6 imports. """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""TypeScript recognizing ES6 imports"". The answer is YES.",0,0,1
gitter,Hello my gitter is not showing the messages on Android What could be the reason? Is there a way to get any error message?,"The sentence """""" my gitter is not showing the messages on Android """""" uses <pattern>not showing</pattern> to indicate that there is something wrong with ""gitter"". The answer is YES.",0,0,1
typescript,"I have a simple es2017 Map(): new Map([ ['1', 1], ['2', '2'] ]); What should I add with JSDoc so tsc with checkJs doesn't throw an error like this: (happens using typescript 2.4.2 and@nextas well)","The sentence """""" tsc with checkJs doesn't throw an error like this """""" uses <pattern>doesn't throw an error</pattern> to indicate that there is something wrong with ""tsc with checkJs"". The answer is YES.",1,0,0
typescript,"Hi! Has anyone here come up with a nice enough solution for ? To be more specific: Multiple â€œnodeâ€ modules, each with a pacakge.json, each writtein in typescript â€œGo to definitionâ€ should not go to .d.ts file, instead it should recognize project and go into source and the second issue from a multiple module setup is very high RAM usage in watch mode","The sentence """""" the second issue from a multiple module setup is very high RAM usage in watch mode """""" uses <pattern>issue is</pattern> to indicate that there is something wrong with ""multiple module setup"". The answer is YES.",0,0,1
deeplearning4j,"Hi all, I get this error when trying the tsne plot echo $MAVEN_OPTS ?·-Xmx20480M -Xss128M -XX:MaxPermSize=20480M -XX:+CMSClassUnloadingEnabled. I am already providing 20 GB of memory. Does the error mean that I need even more memory?","The sentence """""" I get this error when trying the tsne plot """""" uses <pattern>get this error</pattern> to indicate that there is something wrong with ""tsne plot"". The answer is YES.",0,0,1
docker,"I'm having an issue running ansbtapp in a docker container. The app starts running, but then crashes after serving a single request. The container remains running. I've built my image a few different ways,sbt-pack,sbt-assembly,sbt-native-packager, but there's no difference. Does anyone have any idea what might be going on? tusharbudhe0302: Any luck? I'm having a similar issue with redis.","The sentence """""" The app starts running, but then crashes after serving a single request. """""" uses <pattern>crashes after VBG</pattern> to indicate that there is something wrong with ""the app"". The answer is YES.",0,0,1
docker,"Has anyone run into ""Error response from daemon: missing signature key"" when trying to do a docker pull from a private registry?","The sentence """""" Has anyone run into ""Error response from daemon: missing signature key"" when trying to do a docker pull from a private registry? """""" uses <pattern>run into ""Error response from daemon: missing signature key""</pattern> to indicate that there is something wrong with ""docker pull from a private registry"". The answer is YES.",0,0,1
gitter,"It appears that Gitter does not support issuing notifications on activity in a given room, e.g. when stuff happens in the right-hand column, such as new commits or CI build breakages. Is this correct, or have I missed something?","The sentence """""" It appears that Gitter does not support issuing notifications on activity in a given room """""" uses <pattern>does not support VB+ing</pattern> to indicate that there is something wrong with ""Gitter"". The answer is YES.",0,0,1
deeplearning4j,"bear with me, I'm trying to understand datasets, if I call getTrain like this, does trainData get a) 65% of iter.next contents, b) all of the previous data in getTrain, plus the new data from iter.net? ie. does it add to the dataset in place.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,Is there a way to get the specific type of an instance from a constructor/class type? keithlayne: I've been using it and it works quite well. Sometimes the built in eslint rules don't work for TypeScript but they've been slowly cleaning those up I don't use React unfortunately The fix on save thing is just how eslint works for some reason I'm guessing it's a bug in the ESLint plugin for VSCode Seems likeInstanceType< typeof specificThing>only gives the generic type :(,"The sentence """""" I'm guessing it's a bug in the ESLint plugin for VSCode """""" uses <pattern>it's a bug in sth</pattern> to indicate that there is something wrong with ""the ESLint plugin for VSCode"". The answer is YES.",0,0,1
nodejs,"I am currently working on a nodejs app, whenever a user sent a new request the admin should be notified without the the page reloading. I am making use of a nodejs serve-sent event and client side eventSource. but I am have some issues with it, it not updating as it should. pls is there any article that can help with this problem?","The sentence """""" but I am have some issues with it, it not updating as it should. """""" uses <pattern>sth not VBG as it should</pattern> to indicate that there is something wrong with ""it"". The answer is YES.",0,0,1
